0 725
931 725
931 1024
0 1024
0 725

56 0
1024 0
1024 25
56 25
56 0

33 0
56 0
56 5
33 5
33 0

40 21
56 21
56 25
40 25
40 21

30 3
33 3
33 5
30 5
30 3

931 25
1024 25
1024 1024
931 1024
931 25

